company,ticker,cik,cusip,,
VIRTUS CONVERTIBLE & INCOME FUND II,NCZ,1227857,92838U108,,
VIRTUS CONVERTIBLE & INCOME FUND II,NCZ-PA,1227857,92838U108,,
VIRTUS DIVERSIFIED INCOME & CONVERTIBLE FUND,ACV,1636289,92838U108,,
"VIRTUS DIVIDEND, INTEREST & PREMIUM STRATEGY FUND",NFJ,1260563,92840r101,,
VIRTUS EQUITY & CONVERTIBLE INCOME FUND,NIE,1383441,92838U108,,
VIRTUS GLOBAL MULTI-SECTOR INCOME FUND,VGI,1528811,92829B101,,
"VIRTUS INVESTMENT PARTNERS, INC.",VRTS,883237,92828Q109,,
VIRTUS STONE HARBOR EMERGING MARKETS INCOME FUND,EDF,1501103,86164T107,,
VIRTUS TOTAL RETURN FUND INC.,ZTR,836412,92835W107,,
VISA INC.,V,1403161,92826C839,,
VISHAY INTERTECHNOLOGY INC,VSH,103730,928298108,,
"VISHAY PRECISION GROUP, INC.",VPG,1487952,92835K103,,
VISION MARINE TECHNOLOGIES INC.,VMAR,1813783,92840Q301,,
VISIONARY HOLDINGS INC.,GV,1892274,92838F200,,
VISIONARY METALS CORP.,VIZNF,1704476,64782A107,,
"VISIONWAVE HOLDINGS, INC.",VWAV,2038439,92838F200,,
"VISIONWAVE HOLDINGS, INC.",VWAVW,2038439,92838F200,,
"VISIUM TECHNOLOGIES, INC.",VISM,1082733,87305R109,,
"VISLINK TECHNOLOGIES, INC.",VISL,1565228,92840Q301,,
"VISTA ENERGY, S.A.B. DE C.V.",VIST,1762506,92837L109,,
"VISTA ENERGY, S.A.B. DE C.V.",VSOGF,1762506,92837L109,,
VISTA GOLD CORP,VGZ,783324,927926303,,
"VISTAGEN THERAPEUTICS, INC.",VTGN,1411685,92840H400,,
VISTEK LTD,VTEK,2013100,81141r100,,
VISTEON CORP,VC,1111335,918284100,,
VISTRA CORP.,VST,1692819,92840M102,,
"VITA COCO COMPANY, INC.",COCO,1482981,92846Q107,,
"VITAL ENERGY, INC.",VTLE,1528129,516806905,,
"VITAL FARMS, INC.",VITL,1579733,92847W103,,
"VITESSE ENERGY, INC.",VTS,1944558,92852x103,,
VIVA GOLD CORP.,VAUCF,1723047,927926303,,
"VIVAKOR, INC.",VIVK,1450704,92852R403,,
"VIVANI MEDICAL, INC.",VANI,1266806,92854B109,,
VIVIC CORP.,VIVC,1703073,925815102,,
VIVID SEATS INC.,SEAT,1856031,92854T209,,
VIVID SEATS INC.,SEATW,1856031,92854T209,,
VIVOPOWER INTERNATIONAL PLC,VVPR,1681348,460146103,,
VIVOS INC,RDGL,1449349,92826C839,,
"VIVOS THERAPEUTICS, INC.",VVOS,1716166,92859E207,,
"VIVOSIM LABS, INC.",VIVS,1497253,68620A302,,
VIZSLA COPPER CORP.,VCUFF,1884122,92858x206,,
VIZSLA ROYALTIES CORP.,VROYF,2031760,82983N108,,
VIZSLA SILVER CORP.,VZLA,1796073,92859G608,,
"VNET GROUP, INC.",VNET,1508475,896288107,,
"VNUE, INC.",VNUE,1376804,62956D303,,
VOC ENERGY TRUST,VOC,1505413,292671708,,
VOCODIA HOLDINGS CORP,VHAI,1880431,76029L100,,
VOCODIA HOLDINGS CORP,VHABW,1880431,76029L100,,
VOCODIA HOLDINGS CORP,VHAIW,1880431,76029L100,,
VODACOM GROUP LTD / ADR,VDMCY,1468608,92857T107,,
VODACOM GROUP LTD / ADR,VODAF,1468608,92857T107,,
VODAFONE GROUP PUBLIC LTD CO,VOD,839923,92857T107,,
VODAFONE GROUP PUBLIC LTD CO,VODPF,839923,92857T107,,
VOIP-PAL.COM INC,VPLM,1410738,92047w101,,
"VOLATO GROUP, INC.",SOAR,1853070,Y5342M100,,
"VOLATO GROUP, INC.",SOARW,1853070,Y5342M100,,
VOLITIONRX LTD,VNRX,93314,928661107,,
VOLT LITHIUM CORP.,VLTLF,1872061,105861306,,
VONTIER CORP,VNT,1786842,928881101,,
VOR BIOPHARMA INC.,VOR,1817229,929033108,,
VORNADO REALTY TRUST,VNO,899689,929042109,,
VORNADO REALTY TRUST,VNORP,899689,929042109,,
VORNADO REALTY TRUST,VNO-PL,899689,929042109,,
VORNADO REALTY TRUST,VNO-PM,899689,929042109,,
VORNADO REALTY TRUST,VNO-PN,899689,929042109,,
VORNADO REALTY TRUST,VNO-PO,899689,929042109,,
VOX ROYALTY CORP.,VOXR,1907909,92919F103,,
VOYA ASIA PACIFIC HIGH DIVIDEND EQUITY INCOME FUND,IAE,1385632,92912J102,,
VOYA CREDIT INCOME FUND,XSIAX,1124959,72203T100,,
VOYA EMERGING MARKETS HIGH DIVIDEND EQUITY FUND,IHD,1496292,92912P108,,
"VOYA FINANCIAL, INC.",VOYA,1535929,929089100,,
"VOYA FINANCIAL, INC.",VOYA-PB,1535929,929089100,,
VOYA GLOBAL ADVANTAGE & PREMIUM OPPORTUNITY FUND,IGA,1332943,92912R104,,
VOYA GLOBAL EQUITY DIVIDEND & PREMIUM OPPORTUNITY FUND,IGD,1285890,92912T100,,
"VOYA INFRASTRUCTURE, INDUSTRIALS & MATERIALS FUND",IDE,1417802,92912X101,,
VOYAGER ACQUISITION CORP./CAYMAN ISLANDS,VACH,2006815,G5S86M100,,
VOYAGER ACQUISITION CORP./CAYMAN ISLANDS,VACHU,2006815,G5S86M100,,
VOYAGER ACQUISITION CORP./CAYMAN ISLANDS,VACHW,2006815,G5S86M100,,
"VOYAGER TECHNOLOGIES, INC./DE",VOYG,1788060,92892B103,,
"VOYAGER THERAPEUTICS, INC.",VYGR,1640266,92915B106,,
"VPR BRANDS, LP.",VPRB,1376231,e8s64t107,,
VR RESOURCES LTD.,VRRCF,1717695,899050108,,
"VROOM, INC.",VRM,1580864,92918V109,,
"VROOM, INC.",VRMWW,1580864,92918V109,,
VS MEDIA HOLDINGS LTD,VSME,1951294,g98196101,,
VS TRUST,SVIX,1793497,33738D879,,
VS TRUST,UVIX,1793497,33738D879,,
VSBLTY GROUPE TECHNOLOGIES CORP.,VSBGF,1757207,37364X109,,
VSE CORP,VSEC,102752,918284100,,
"VSEE HEALTH, INC.",VSEE,1864531,92919Y102,,
"VSEE HEALTH, INC.",VSEEW,1864531,92919Y102,,
VTEX,VTEX,1793663,E6282J125,,
VTV THERAPEUTICS INC.,VTVT,1641489,89532M101,,
VULCAN MATERIALS CO,VMC,1396009,929160109,,
VUSIONGROUP,VSGRY,2075141,31810T101,,
VUSIONGROUP,SRBEF,2075141,31810T101,,
VUZIX CORP,VUZI,1463972,92921W300,,
"VWF BANCORP, INC.",VWFB,1913838,05969a105,,
VYCOR MEDICAL INC,VYCO,1424768,88066N303,,
VYNE THERAPEUTICS INC.,VYNE,1566044,92941V209,,
"VYNLEADS, INC.",VYND,1745078,92276F100,,
"VYOME HOLDINGS, INC",HIND,1427570,98585x104,,
"VYOME HOLDINGS, INC",RSLS,1427570,98585x104,,
VYSTAR CORP,VYST,1308027,92840M102,,
W. P. CAREY INC.,WPC,1025378,92936U109,,
"W.W. GRAINGER, INC.",GWW,277135,384802104,,
W&T OFFSHORE INC,WTI,1288403,92922P106,,
WABASH NATIONAL CORP,WNC,879526,929566907,,
WAFD INC,WAFD,936528,938824909,,
WAFD INC,WAFDP,936528,938824909,,
WAG! GROUP CO.,PETXQ,1842356,93042P109,,
WAH FU EDUCATION GROUP LTD,WAFU,1716770,874080104,,
WALDENCAST PLC,WALD,1840199,AC1086L59,,
WALDENCAST PLC,WALDW,1840199,AC1086L59,,
"WALKER & DUNLOP, INC.",WD,1497770,93148P102,,
WALLBOX N.V.,WBX,1866501,926711300,,
WALLBOX N.V.,WBXWF,1866501,926711300,,
WALMART INC.,WMT,104169,931142103,,
WALT DISNEY CO,DIS,1744489,254687106,,
"WANG & LEE GROUP, INC.",WLGSF,1899658,93042P109,,
WARBY PARKER INC.,WRBY,1504776,93403j106,,
"WARNER BROS. DISCOVERY, INC.",WBD,1437107,934423104,,
WARNER MUSIC GROUP CORP.,WMG,1319161,934550203,,
WARPSPEED TAXI INC.,WRPT,1842138,977852102,,
"WARRIOR MET COAL, INC.",HCC,1691303,93627C101,,
WASHINGTON TRUST BANCORP INC,WASH,737468,940610108,,
"WASTE CONNECTIONS, INC.",WCN,1318220,94106B101,,
WASTE ENERGY CORP.,WAST,1515139,87807B107,,
WASTE MANAGEMENT INC,WM,823768,94106L109,,
WATERBRIDGE INFRASTRUCTURE LLC,WBI,2064947,859241101,,
WATERDROP INC.,WDH,1823986,94132V105,,
WATERS CORP /DE/,WAT,1000697,941848103,,
"WATERSTONE FINANCIAL, INC.",WSBF,1569994,94188P101,,
WATON FINANCIAL LTD,WTF,1987363,46817M206,,
WATSCO INC,WSO,105016,942622200,,
WATSCO INC,WSO-B,105016,942622200,,
WATTS WATER TECHNOLOGIES INC,WTS,795403,942749102,,
WAVE LIFE SCIENCES LTD.,WVE,1631574,Y95308105,,
WAYFAIR INC.,W,1616707,94419L101,,
WAYSTAR HOLDING CORP.,WAY,1990354,946784105,,
WD 40 CO,WDFC,105132,929236107,,
WEARABLE DEVICES LTD.,WLDS,1887673,877163105,,
WEARABLE DEVICES LTD.,WLDSW,1887673,877163105,,
WEATHERFORD INTERNATIONAL PLC,WFRD,1603923,g4863A108,,
"WEAVE COMMUNICATIONS, INC.",WEAV,1609151,94724R108,,
WEBJET LIMITED/ADR,WEBJF,1778788,12637N204,,
WEBSTAR TECHNOLOGY GROUP INC.,WBSR,1645155,266042407,,
WEBSTER FINANCIAL CORP,WBS,801337,947890109,,
WEBSTER FINANCIAL CORP,WBS-PF,801337,947890109,,
WEBSTER FINANCIAL CORP,WBS-PG,801337,947890109,,
WEBTOON ENTERTAINMENT INC.,WBTN,1997859,707569109,,
WEBULL CORP,BULL,1866364,G9572D103,,
WEBULL CORP,BULLW,1866364,G9572D103,,
WEBUS INTERNATIONAL LTD.,WETO,1941158,G8021C104,,
WEBUY GLOBAL LTD,WBUY,1946703,G98218301,,
"WEC ENERGY GROUP, INC.",WEC,783325,92939U106,,
"WEED, INC.",BUDZ,1393772,758338107,,
WEIBO CORP,WB,1595761,422806109,,
WEIBO CORP,WEIBF,1595761,422806109,,
WEIS MARKETS INC,WMK,105418,948849104,,
WELL HEALTH TECHNOLOGIES CORP.,WHTCF,1828884,75513E105,,
WELLCHANGE HOLDINGS CO LTD,WCT,1990251,G72007134,,
"WELLGISTICS HEALTH, INC.",WGRX,2030763,949503106,,
WELLS FARGO & COMPANY/MN,WFC,72971,949746101,,
WELLS FARGO & COMPANY/MN,WFC-PY,72971,949746101,,
WELLS FARGO & COMPANY/MN,WFC-PL,72971,949746101,,
WELLS FARGO & COMPANY/MN,WFC-PC,72971,949746101,,
WELLS FARGO & COMPANY/MN,WFCNP,72971,949746101,,
WELLS FARGO & COMPANY/MN,WFC-PA,72971,949746101,,
WELLS FARGO & COMPANY/MN,WFC-PD,72971,949746101,,
WELLS FARGO & COMPANY/MN,WFC-PZ,72971,949746101,,
WELLTOWER INC.,WELL,766704,95040Q104,,
WELSBACH TECHNOLOGY METALS ACQUISITION CORP.,WTMA,1866226,29271Q103,,
WELSBACH TECHNOLOGY METALS ACQUISITION CORP.,WTMAR,1866226,29271Q103,,
WELSBACH TECHNOLOGY METALS ACQUISITION CORP.,WTMAU,1866226,29271Q103,,
WELSIS CORP.,WLSS,1887912,42809H107,,
WEN ACQUISITION CORP,WENN,2057043,G9R39C129,,
WEN ACQUISITION CORP,WENNU,2057043,G9R39C129,,
WEN ACQUISITION CORP,WENNW,2057043,G9R39C129,,
WENDY'S CO,WEN,30697,95058W100,,
WENYUAN GROUP CORP.,WYGC,723533,835699307,,
"WEREWOLF THERAPEUTICS, INC.",HOWL,1785530,95075A107,,
WERIDE INC.,WRD,1867729,950915108,,
WERNER ENTERPRISES INC,WERN,793074,950755108,,
WESBANCO INC,WSBC,203596,950810101,,
WESBANCO INC,WSBCP,203596,950810101,,
WESBANCO INC,WSBCV,203596,950810101,,
WESCO INTERNATIONAL INC,WCC,929008,Y41053102,,
WEST BANCORPORATION INC,WTBA,1166928,27579R104,,
"WEST FRASER TIMBER CO., LTD",WFG,1402388,952845105,,
WEST PHARMACEUTICAL SERVICES INC,WST,105770,955306105,,
WEST POINT GOLD CORP.,WPGCF,1404353,927926303,,
WEST RED LAKE GOLD MINES LTD.,WRLGF,1733968,95556L101,,
WEST RED LAKE GOLD MINES LTD.,WLGMF,1733968,95556L101,,
WEST RED LAKE GOLD MINES LTD.,WRLRF,1733968,95556L101,,
WESTAMERICA BANCORPORATION,WABC,311094,957090903,,
WESTERN ALLIANCE BANCORPORATION,WAL,1212545,957638109,,
WESTERN ALLIANCE BANCORPORATION,WAL-PA,1212545,957638109,,
WESTERN ASSET DIVERSIFIED INCOME FUND (WDI),WDI,1819559,95790K109,,
WESTERN ASSET EMERGING MARKETS DEBT FUND INC.,EMD,1227862,95766a101,,
WESTERN ASSET GLOBAL CORPORATE OPPORTUNITY FUND INC.,GDO,1472341,95790C107,,
WESTERN ASSET GLOBAL HIGH INCOME FUND INC.,EHI,1228509,95766B109,,
WESTERN ASSET HIGH INCOME FUND II INC.,HIX,1058239,95766J102,,
WESTERN ASSET HIGH INCOME OPPORTUNITY FUND INC.,HIO,910068,95766K109,,
WESTERN ASSET HIGH YIELD OPPORTUNITY FUND INC.,HYI,1497186,95766J102,,
WESTERN ASSET INFLATION-LINKED INCOME FUND,WIA,1254370,670750108,,
WESTERN ASSET INFLATION-LINKED OPPORTUNITIES & INCOME FUND,WIW,1267902,48249T106,,
WESTERN ASSET INTERMEDIATE MUNI FUND INC.,SBI,882300,958435109,,
WESTERN ASSET INVESTMENT GRADE INCOME FUND INC.,PAI,75398,95766T100,,
WESTERN ASSET INVESTMENT GRADE OPPORTUNITY TRUST INC.,IGI,1462586,95766T100,,
WESTERN ASSET MANAGED MUNICIPALS FUND INC.,MMU,886043,95766M105,,
WESTERN ASSET MORTGAGE OPPORTUNITY FUND INC.,DMO,1478102,958435109,,
WESTERN ASSET MUNICIPAL HIGH INCOME FUND INC.,MHF,830487,95766N103,,
WESTERN ASSET PREMIER BOND FUND,WEA,1163792,957664105,,
WESTERN COPPER & GOLD CORP,WRN,1364125,95805V108,,
WESTERN DIGITAL CORP,WDC,106040,958102105,,
"WESTERN MIDSTREAM PARTNERS, LP",WES,1423902,958669103,,
"WESTERN NEW ENGLAND BANCORP, INC.",WNEB,1157647,958892101,,
WESTERN UNION CO,WU,1365135,959802109,,
WESTERN URANIUM & VANADIUM CORP.,WSTRF,1621906,95985D100,,
WESTHAVEN GOLD CORP.,WTHVF,1562530,85512U303,,
WESTIN ACQUISITION CORP,WSTN,2076192,G9R39C129,,
WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,WAB,943452,05587G203,,
WESTLAKE CHEMICAL PARTNERS LP,WLKP,1604665,960417103,,
WESTLAKE CORP,WLK,1262823,960413102,,
WESTPAC BANKING CORP,WEBNF,719245,95123P106,,
WESTPAC BANKING CORP,WBKCY,719245,95123P106,,
WESTPORT FUEL SYSTEMS INC.,WPRT,1370416,960908507,,
WESTROCK COFFEE CO,WEST,1806347,96145W103,,
"WESTWATER RESOURCES, INC.",WWR,839470,961684206,,
WESTWOOD HOLDINGS GROUP INC,WHG,1165002,961765104,,
WETOUCH TECHNOLOGY INC.,WETH,1826660,961881208,,
"WEWARDS, INC.",WEWA,1616156,980745103,,
WEX INC.,WEX,1309108,96208t104,,
WEYCO GROUP INC,WEYS,106532,962149100,,
WEYERHAEUSER CO,WY,106535,962166104,,
WF HOLDING LTD,WFF,1980210,g98196101,,
WF INTERNATIONAL LTD.,WXM,1979610,G8021C104,,
WHEATON PRECIOUS METALS CORP.,WPM,1323404,962879102,,
"WHEELER REAL ESTATE INVESTMENT TRUST, INC.",WHLR,1527541,963025812,,
"WHEELER REAL ESTATE INVESTMENT TRUST, INC.",WHLRD,1527541,963025812,,
"WHEELER REAL ESTATE INVESTMENT TRUST, INC.",WHLRP,1527541,963025812,,
"WHEELER REAL ESTATE INVESTMENT TRUST, INC.",WHLRL,1527541,963025812,,
WHEELS UP EXPERIENCE INC.,UP,1819516,96328L205,,
WHEELS UP EXPERIENCE INC.,WSUPW,1819516,96328L205,,
"WHERE FOOD COMES FROM, INC.",WFCF,1360565,96327X200,,
WHIRLPOOL CORP /DE/,WHR,106640,963320106,,
WHITE MOUNTAINS INSURANCE GROUP LTD,WTM,776867,G9618E107,,
WHITE RIVER BANCSHARES CO,WRIV,1328409,75686R202,,
WHITECAP RESOURCES INC.,WCPRF,1472879,96467A200,,
"WHITEFIBER, INC.",WYFI,2042022,717081103,,
"WHITEHAWK THERAPEUTICS, INC.",WHWK,1422142,00032Q104,,
"WHITEHORSE FINANCE, INC.",WHF,1552198,96524v106,,
"WHITEHORSE FINANCE, INC.",WHFCL,1552198,96524v106,,
WHITESTONE REIT,WSR,1175535,966084204,,
"WIDEOPENWEST, INC.",WOW,1701051,96758W901,,
WIDEPOINT CORP,WYY,1034760,967590209,,
"WILHELMINA INTERNATIONAL, INC.",WHLM,1013706,573459963,,
WILLAMETTE VALLEY VINEYARDS INC,WVVI,838875,969136100,,
WILLAMETTE VALLEY VINEYARDS INC,WVVIP,838875,969136100,,
"WILLDAN GROUP, INC.",WLDN,1370450,96924N100,,
"WILLIAMS COMPANIES, INC.",WMB,107263,969457100,,
WILLIAMS SONOMA INC,WSM,719955,969904101,,
WILLIS LEASE FINANCE CORP,WLFC,1018164,970646105,,
WILLIS TOWERS WATSON PLC,WTW,1140536,G96629103,,
WILLOW LANE ACQUISITION CORP.,WLAC,2032379,G9675P102,,
WILLOW LANE ACQUISITION CORP.,WLACU,2032379,G9675P102,,
WILLOW LANE ACQUISITION CORP.,WLACW,2032379,G9675P102,,
WILLSCOT HOLDINGS CORP,WSC,1647088,91823B109,,
WILMAR INTERNATIONAL LTD,WLMIF,1449566,G8021C104,,
WILSON BANK HOLDING CO,WBHC,885275,13765y103,,
WIMI HOLOGRAM CLOUD INC.,WIMI,1770088,G9687V204,,
"WINCHESTER BANCORP, INC./MD/",WSBK,2047235,97269D103,,
WINDTREE THERAPEUTICS INC /DE/,WINT,946486,97382D303,,
WINDTREE THERAPEUTICS INC /DE/,WINTW,946486,97382D303,,
WING YIP FOOD HOLDINGS GROUP LTD,WYHG,1999860,66981J102,,
WINGSTOP INC.,WING,1636222,974155903,,
WINMARK CORP,WINA,908315,974250102,,
WINNEBAGO INDUSTRIES INC,WGO,107687,974637100,,
WINPAK LTD./ADR,WIPKF,2074059,91818X306,,
WINS FINANCE HOLDINGS INC.,WINSF,1640251,337655104,,
WINTERGREEN ACQUISITION CORP.,WTG,2053927,G9717M125,,
WINTERGREEN ACQUISITION CORP.,WTGUR,2053927,G9717M125,,
WINTERGREEN ACQUISITION CORP.,WTGUU,2053927,G9717M125,,
WINTRUST FINANCIAL CORP,WTFC,1015328,97650W108,,
WINTRUST FINANCIAL CORP,WTFCN,1015328,97650W108,,
WINVEST GROUP LTD,WNLV,1558740,8796VP105,,
WIPRO LTD,WIT,1123799,97651M109,,
WISCONSIN ELECTRIC POWER CO,WELPP,107815,500631106,,
WISCONSIN ELECTRIC POWER CO,WELPM,107815,500631106,,
WISDOMTREE BITCOIN FUND,BTCW,1850391,97717P104,,
"WISDOMTREE, INC.",WT,880631,97717P104,,
WISEKEY INTERNATIONAL HOLDING S.A.,WKEY,1738699,97727L408,,
WISEKEY INTERNATIONAL HOLDING S.A.,WSKEF,1738699,97727L408,,
WISETECH GLOBAL LTD./ADR,WTCHF,1770115,M5216V106,,
WIX.COM LTD.,WIX,1576789,M98068105,,
WK KELLOGG CO,KLG,1959348,92942w107,,
"WM TECHNOLOGY, INC.",MAPS,1779474,92971A109,,
"WM TECHNOLOGY, INC.",MAPSW,1779474,92971A109,,
WNS (HOLDINGS) LTD,WNS,1356570,g98196101,,
WOLFDEN RESOURCES CORP,WLFFF,1544883,8342EP107,,
"WOLFSPEED, INC.",WOLF,895419,977852102,,
WOLTERS KLUWER N V /FI,WTKWY,861967,977874205,,
WOLTERS KLUWER N V /FI,WOLTF,861967,977874205,,
WOLVERINE RESOURCES CORP.,WOLV,1424404,8342EP107,,
WOLVERINE WORLD WIDE INC /DE/,WWW,110471,978097103,,
WONDERFI TECHNOLOGIES INC.,WONDF,1882839,90353T100,,
WOODBRIDGE LIQUIDATION TRUST,WBQNL,1785494,205306103,,
WOODSIDE ENERGY GROUP LTD,WDS,844551,980228308,,
WOODSIDE ENERGY GROUP LTD,WOPEF,844551,980228308,,
"WOODWARD, INC.",WWD,108312,980745103,,
WOORI FINANCIAL GROUP INC.,WF,1264136,981064108,,
WORK MEDICAL TECHNOLOGY GROUP LTD,WOK,1929783,50125G307,,
"WORKDAY, INC.",WDAY,1327811,98138H101,,
WORKHORSE GROUP INC.,WKHS,1425287,98138J404,,
WORKIVA INC,WK,1445305,98139A105,,
WORKSPORT LTD,WKSP,1096275,98139q209,,
WORLD ACCEPTANCE CORP,WRLD,108385,981419104,,
WORLD GOLD TRUST,GLDM,1618181,464285204,,
"WORLD HEALTH ENERGY HOLDINGS, INC.",WHEN,943535,29280W109,,
WORLD KINECT CORP,WKC,789460,981475106,,
"WORLD SCAN PROJECT, INC.",WDSP,1813744,98158h106,,
WORLDWIDE NFT INC.,WNFT,1528188,50105F105,,
"WORTHINGTON ENTERPRISES, INC.",WOR,108516,981811102,,
"WORTHINGTON STEEL, INC.",WS,1968487,982104101,,
WPP PLC,WPP,806968,92937A102,,
WPP PLC,WPPGF,806968,92937A102,,
"WRAP TECHNOLOGIES, INC.",WRAP,1702924,98212N107,,
"WRIGHT INVESTORS SERVICE HOLDINGS, INC.",IWSH,1279715,78351F107,,
WSFS FINANCIAL CORP,WSFS,828944,929328102,,
"WW INTERNATIONAL, INC.",WW,105319,651718504,,
"WYNDHAM HOTELS & RESORTS, INC.",WH,1722684,98311A105,,
WYNN RESORTS LTD,WYNN,1174922,983134107,,
WYTEC INTERNATIONAL INC,WYTC,1560143,87241l109,,
X FINANCIAL,XYF,1725033,98372W202,,
"X3 HOLDINGS CO., LTD.",XTKG,1754323,G72007134,,
"X4 PHARMACEUTICALS, INC",XFOR,1501697,98420X202,,
XAI MADISON EQUITY PREMIUM INCOME FUND,MCN,1289868,557437100,,
XAI OCTAGON FLOATING RATE & ALTERNATIVE INCOME TRUST,XFLT,1703079,98400T106,,
XAI OCTAGON FLOATING RATE & ALTERNATIVE INCOME TRUST,XFLT-PA,1703079,98400T106,,
XALI GOLD CORP.,CGDXF,1479480,44955L106,,
XBIOTECH INC.,XBIT,1626878,98400H102,,
"XBP GLOBAL HOLDINGS, INC.",XBP,1839530,37946M209,,
"XBP GLOBAL HOLDINGS, INC.",XBPEW,1839530,37946M209,,
"XCEL BRANDS, INC.",XELB,1083220,98400M200,,
XCEL ENERGY INC,XEL,72903,98389B100,,
"XCELERATE, INC.",XCRT,1138586,92337F107,,
"XCF GLOBAL, INC.",SAFX,2019793,55345K103,,
XCHANGE TEC.INC,XHG,1769256,875465106,,
XCHG LTD,XCH,1979887,M7S750159,,
XENCOR INC,XNCR,1326732,98401F105,,
"XENETIC BIOSCIENCES, INC.",XBIO,1534525,984015602,,
"XENIA HOTELS & RESORTS, INC.",XHR,1616000,984017103,,
XENON PHARMACEUTICALS INC.,XENE,1582313,98420N105,,
"XENOUS HOLDINGS, INC.",XITO,1651932,525327102,,
"XERIANT, INC.",XERI,1481504,750491102,,
"XERIS BIOPHARMA HOLDINGS, INC.",XERS,1867096,98422E103,,
XEROX HOLDINGS CORP,XRX,1770450,98421M106,,
XIAO-I CORP,AIXI,1935172,98423X209,,
"XILIO THERAPEUTICS, INC.",XLO,1840233,98422T100,,
"XINJIANG GOLDWIND SCIENCE & TECHNOLOGY CO., LTD./ADR",XNJJY,1699996,00215W100,,
"XINJIANG GOLDWIND SCIENCE & TECHNOLOGY CO., LTD./ADR",XJNGF,1699996,00215W100,,
"XINYUAN REAL ESTATE CO., LTD.",XIN,1398453,922908553,,
XOMA ROYALTY CORP,XOMA,791908,92919F103,,
XOMA ROYALTY CORP,XOMAO,791908,92919F103,,
XOMA ROYALTY CORP,XOMAP,791908,92919F103,,
"XOMETRY, INC.",XMTR,1657573,43785V102,,
XORTX THERAPEUTICS INC.,XRTX,1729214,98420Q306,,
"XOS, INC.",XOS,1819493,98423B306,,
"XOS, INC.",XOSWW,1819493,98423B306,,
XP INC.,XP,1787425,983793100,,
XPAND BOOM TECHNOLOGY INC.,XPD,2060614,92557A101,,
"XPEL, INC.",XPEL,1767258,98379L900,,
XPENG INC.,XPEV,1810997,98422D105,,
XPENG INC.,XPNGF,1810997,98422D105,,
XPERI INC.,XPER,1788999,98379L900,,
"XPLR INFRASTRUCTURE, LP",XIFR,1603145,65341B106,,
"XPO, INC.",XPO,1166003,983793100,,
"XPONENTIAL FITNESS, INC.",XPOF,1802156,98422X101,,
"XTANT MEDICAL HOLDINGS, INC.",XTNT,1453593,98420P308,,
"XTI AEROSPACE, INC.",XTIA,1529113,98423K405,,
XTL BIOPHARMACEUTICALS LTD,XTLB,1023549,98386D307,,
XTRA-GOLD RESOURCES CORP,XTGRF,1288770,38068T105,,
XTRACT ONE TECHNOLOGIES INC.,XTRAF,1684505,892918103,,
"XTREME ONE ENTERTAINMENT, INC.",XONI,2040753,85237B101,,
XUNLEI LTD,XNET,1510593,98419E108,,
"XWELL, INC.",XWEL,1410428,98420U802,,
"XY LABS, INC.",XYLB,1577351,743713109,,
XYLEM INC.,XYL,1524472,98419M100,,
"Y-MABS THERAPEUTICS, INC.",YMAB,1722964,984241109,,
YAHOO! JAPAN CORP,YAHOY,1446437,49460M101,,
YAHOO! JAPAN CORP,YAHOF,1446437,49460M101,,
"YAKULT HONSHA CO., LTD/ADR",YKLTY,1538118,75629J101,,
"YAKULT HONSHA CO., LTD/ADR",YKLTF,1538118,75629J101,,
"YALE TRANSACTION FINDERS, INC.",YTFD,1311673,M4R82T106,,
YALLA GROUP LTD,YALA,1794350,98459U103,,
"YAMAHA MOTOR CO., LTD.",YAMHF,1447100,626425102,,
"YAMAHA MOTOR CO., LTD.",YMHAY,1447100,626425102,,
YANGZIJIANG SHIPBUILDING HOLDINGS LTD/ADR,YGSHY,2053843,78428L103,,
YANGZIJIANG SHIPBUILDING HOLDINGS LTD/ADR,YSHLF,2053843,78428L103,,
"YATRA ONLINE, INC.",YTRA,1516899,G98338109,,
YATSEN HOLDING LTD,YSG,1819580,985194208,,
YD BIO LTD,YDES,2011674,G9TY5A101,,
YD BIO LTD,YDESW,2011674,G9TY5A101,,
YELP INC,YELP,1345016,985817105,,
"YETI HOLDINGS, INC.",YETI,1670592,98585x104,,
"YEXT, INC.",YEXT,1614178,98585N106,,
YHN ACQUISITION I LTD,YHNA,2020987,40472A102,,
YHN ACQUISITION I LTD,YHNAR,2020987,40472A102,,
YHN ACQUISITION I LTD,YHNAU,2020987,40472A102,,
YIJIA GROUP CORP.,YJGJ,1699709,835699307,,
YIMUTIAN INC.,YMT,1991605,67092M208,,
YINFU GOLD CORP.,ELRE,1438461,44955L106,,
YIREN DIGITAL LTD.,YRD,1631761,668771108,,
YORK WATER CO,YORW,108985,987184108,,
YORKVILLE ACQUISITION CORP.,MCGA,2064658,G98659108,,
YORKVILLE ACQUISITION CORP.,YORK,2064658,G98659108,,
YORKVILLE ACQUISITION CORP.,MCGAU,2064658,G98659108,,
YORKVILLE ACQUISITION CORP.,MCGAW,2064658,G98659108,,
YORKVILLE ACQUISITION CORP.,YORKU,2064658,G98659108,,
YORKVILLE ACQUISITION CORP.,YORKW,2064658,G98659108,,
YOTTA ACQUISITION CORP,YOTA,1907730,74841A105,,
YOTTA ACQUISITION CORP,YOTAR,1907730,74841A105,,
